SEQID,ID,FCID,School,Date of collection,Bioactive (0/1),Enterococcus mundtii DSM 4838,Enterobacter mori DSM 26271,Staphylococcus epidermidis AU 24,Escherichia coli DSM 498,Pseudomonas putida DSM 6125,Actinetobacter baylyi DSM 14961,Enterococcus faecium DSM 20477,Staphylococcus aureus DSM 20231,Klebsiella oxytoca DSM 5175,Actinetobacter baumannii DSM 300007,Pseudomonas aeruginosa DSM 19880,Enterobacter cloacae DSM 30054
PAQ88969.barcode83,MARSAnne2022-Gr7-AC-15,PAQ88969,"Marselisborg Gymnasium, 3g",2022-10-24T00:00:00Z,1,000,100,110,110,000,110,111,110,111,111,111,000
PAQ88969.barcode84,EGAA2023-Gr1-PDA-14,PAQ88969,Egaa Gymnasium,2023-03-29T00:00:00Z,0,000,000,000,000,000,000,000,111,000,000,000,000
PAQ88969.barcode85,MARS2023-Gr11-AC-11,PAQ88969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ88969.barcode86,SILK2023-Gr8-AC-11,PAQ88969,Silkeborg Gymnasium,2023-09-06T00:00:00Z,1,111,000,111,000,111,111,111,000,000,111,000,000
PAQ88969.barcode87,SILK2023-Gr18-AC-20,PAQ88969,Silkeborg Gymnasium,2023-09-06T00:00:00Z,1,111,111,111,111,111,111,111,111,111,111,111,111
PAQ88969.barcode90,BJE2020-Gr1-10%NB-7,PAQ88969,Bjerringbro Gymnasium 2g,2020-11-02T00:00:00Z,1,111,000,111,000,000,111,111,000,000,000,000,000
PAQ88969.barcode91,MAR2020-JAR-AC-9,PAQ88969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ88969.barcode92,AAST2022-Gr7-PDA-2,PAQ88969,Aarhus Statsgymnasium,2022-08-25T00:00:00Z,1,111,000,111,000,111,111,111,111,111,000,000,000
PAQ88969.barcode93,MARS2023-Gr8-AC-3,PAQ88969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ88969.barcode94,SILK2023-Gr8-AC-17,PAQ88969,Silkeborg Gymnasium,2023-09-06T00:00:00Z,1,111,111,111,111,111,111,111,111,111,111,111,111
PAQ88969.barcode95,SILK2023-Gr15-AC-16,PAQ88969,Silkeborg Gymnasium,2023-09-06T00:00:00Z,1,111,000,111,111,000,111,000,110,100,111,000,111
PAQ88969.barcode96,CELF2021-Gr4-PDA-4,PAQ88969,CELF (Lolland-Falster),2021-09-14T00:00:00Z,1,111,000,111,000,000,000,111,111,000,000,000,000
PAQ89233.barcode03,AAK2023-Gr3-AC-16,PAQ89233,Aarhus Katedralskole,2023-01-23T00:00:00Z,1,110,000,000,000,000,000,000,000,000,000,000,000
PAQ89233.barcode04,AAGV2022-Gr5-AC-2,PAQ89233,Aarhus Gymnasium Viby,2022-11-15T00:00:00Z,1,110,110,111,000,110,110,111,111,000,111,000,111
PAQ89233.barcode05,AAGV2022-Gr5-AC-1,PAQ89233,Aarhus Gymnasium Viby,2022-11-15T00:00:00Z,1,111,110,111,000,110,110,111,111,000,111,000,111
PAQ89233.barcode06,VHG2023-Gr11-AC-7,PAQ89233,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,111,000,111,000,111,111,111,000,000,000,000,000
PAQ89233.barcode07,FJER2023-Gr2-AC-6,PAQ89233,Fjerritslev Gymnasium,2023-03-23T00:00:00Z,1,000,000,111,000,000,111,111,000,000,000,111,000
PAQ89233.barcode08,PAD2023-Gr2-AC-2,PAQ89233,Paderup Gymnasium,2023-03-28T00:00:00Z,0,000,000,000,000,000,000,000,000,000,000,000,000
PAQ89233.barcode09,EGAA2023-Gr9-AC-17,PAQ89233,Egaa Gymnasium,2023-03-29T00:00:00Z,1,100,000,111,000,000,100,000,000,000,000,000,000
PAQ89233.barcode10,PAD2023-Gr3-AC-14,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode11,EGAA2023-Gr2-AC-3,PAQ89233,Egaa Gymnasium,2023-03-29T00:00:00Z,1,110,000,111,110,000,110,000,000,000,000,000,000
PAQ89233.barcode12,PAD2023-Gr3-AC-12,PAQ89233,Paderup Gymnasium,2023-03-28T00:00:00Z,1,111,000,000,000,000,000,111,000,000,000,000,000
PAQ89233.barcode13,SILK2023-Gr3-AC-6,PAQ89233,Silkeborg Gymnasium,2023-04-12T00:00:00Z,1,111,111,111,111,111,111,111,111,111,111,111,111
PAQ89233.barcode14,PAD2023-Gr3-AC-17,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode15,SILK2023-Gr3-AC-5,PAQ89233,Silkeborg Gymnasium,2023-04-12T00:00:00Z,1,000,000,000,111,000,000,000,000,000,000,000,000
PAQ89233.barcode16,FJER2023-Gr4-AC-4,PAQ89233,Fjerritslev Gymnasium,2023-03-23T00:00:00Z,1,111,111,000,111,110,111,000,000,111,111,111,111
PAQ89233.barcode17,AAGV2022-Gr1-AC-16,PAQ89233,Aarhus Gymnasium Viby,2022-11-15T00:00:00Z,1,000,100,000,000,100,000,000,100,111,110,111,110
PAQ89233.barcode18,AAGV2022-Gr2-AC-4,PAQ89233,Aarhus Gymnasium Viby,2022-11-15T00:00:00Z,1,111,000,111,000,111,111,110,000,000,000,000,000
PAQ89233.barcode19,SILK2023-Gr2-AC-17,PAQ89233,Silkeborg Gymnasium,2023-04-12T00:00:00Z,1,000,000,000,000,000,111,000,000,000,000,000,000
PAQ89233.barcode20,EGAA2023-Gr10-AC-16,PAQ89233,Egaa Gymnasium,2023-03-29T00:00:00Z,1,111,000,110,000,110,111,000,111,111,000,111,111
PAQ89233.barcode21,HJØRSTX2023-Gr2-AC-2,PAQ89233,Hjørring STX,2023-03-21T00:00:00Z,1,000,000,000,000,000,100,000,000,000,000,000,000
PAQ89233.barcode22,VHG2023-Gr11-AC-5,PAQ89233,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,110,111,000,110,000,110,111,000,100,000,111,000
PAQ89233.barcode23,PADE2023-Gr3-AC-6,PAQ89233,Paderup Gymnasium,2023-03-28T00:00:00Z,1,111,000,000,000,000,000,111,000,000,000,111,000
PAQ89233.barcode24,AAGV2022-Gr1-AC-8,PAQ89233,Aarhus Gymnasium Viby,2022-11-15T00:00:00Z,1,111,111,111,111,111,111,111,111,111,111,111,111
PAQ89233.barcode25,AAGV2022-Gr1-AC-10,PAQ89233,Aarhus Gymnasium Viby,2022-11-15T00:00:00Z,1,111,000,000,000,000,111,111,000,111,000,000,000
PAQ89233.barcode26,HJØREUC2023-Gr3-AC-1,PAQ89233,Hjørring EUC HTX,2023-04-12T00:00:00Z,1,111,000,110,111,110,111,111,110,000,110,110,000
PAQ89233.barcode27,MARSANNE2022-Gr2-AC-10,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode28,VHG2023-Gr6-AC-4,PAQ89233,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,100,000,000,000,000,000,000,000,000,000,111,000
PAQ89233.barcode29,VHG2023-Gr6-AC-3,PAQ89233,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,111,000,000,000,000,000,111,000,100,000,000,000
PAQ89233.barcode30,EGAA2023-Gr1-AC-12,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode31,FJER2023-Gr7-AC-18,PAQ89233,Fjerritslev Gymnasium,2023-03-23T00:00:00Z,1,000,100,000,100,000,100,000,110,100,000,000,000
PAQ89233.barcode32,VHG2023-Gr6-AC-1,PAQ89233,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,111,000,111,000,000,110,111,111,000,110,000,000
PAQ89233.barcode33,VHG2023-Gr6-AC-7,PAQ89233,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,000,000,110,100,000,000,000,110,000,000,000,000
PAQ89233.barcode34,EGAA2023-Gr3-AC-2,PAQ89233,Egaa Gymnasium,2023-03-29T00:00:00Z,1,110,000,110,111,111,110,111,111,110,110,111,110
PAQ89233.barcode35,PADE2023-Gr10-AC-5,PAQ89233,Paderup Gymnasium,2023-03-28T00:00:00Z,1,111,000,000,000,000,000,111,000,000,000,000,000
PAQ89233.barcode36,HJØREUC2023-Gr2-AC-14,PAQ89233,Hjørring EUC HTX,2023-04-12T00:00:00Z,1,111,111,111,111,111,111,111,111,111,111,111,111
PAQ89233.barcode37,EGAA2023-Gr2-AC-8,PAQ89233,Egaa Gymnasium,2023-03-29T00:00:00Z,1,110,000,000,000,100,110,110,111,111,000,110,110
PAQ89233.barcode38,EGAA2023-Gr10-AC-18,PAQ89233,Egaa Gymnasium,2023-03-29T00:00:00Z,1,111,000,110,000,110,110,000,111,111,000,111,111
PAQ89233.barcode39,EGAA2023-Gr4-AC-9,PAQ89233,Egaa Gymnasium,2023-03-29T00:00:00Z,1,000,000,110,111,000,110,000,000,111,000,000,000
PAQ89233.barcode40,EGAA2023-Gr8-AC-17,PAQ89233,Egaa Gymnasium,2023-03-29T00:00:00Z,1,110,110,000,100,110,110,111,000,100,110,000,000
PAQ89233.barcode41,STG2023-Gr1-ISP2-7,PAQ89233,Støvring Gymnasium,2023-01-11T00:00:00Z,1,000,000,000,000,110,111,000,000,000,110,000,000
PAQ89233.barcode42,FJER2023-Gr6-ISP2-12,PAQ89233,Fjerritslev Gymnasium,2023-03-23T00:00:00Z,1,110,000,110,000,110,111,000,000,000,111,111,000
PAQ89233.barcode43,HJØSTX2023-Gr3-ISP2-2,PAQ89233,Hjørring STX,2023-03-21T00:00:00Z,0,000,000,000,000,000,000,000,000,000,000,000,000
PAQ89233.barcode44,HJØSTX2023-Gr3-ISP2-3,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode45,STG2023-Gr1-ISP2-14,PAQ89233,Støvring Gymnasium,2023-01-11T00:00:00Z,1,110,110,111,111,000,111,111,110,110,110,111,111
PAQ89233.barcode46,STG2023-Gr1-ISP2-18,PAQ89233,Støvring Gymnasium,2023-01-11T00:00:00Z,1,110,110,111,111,000,111,111,110,110,110,111,111
PAQ89233.barcode47,HASS2023-Gr6-ISP2-16,PAQ89233,Hasseris Gymnasium,2023-04-26T00:00:00Z,0,000,000,000,000,000,000,000,000,000,000,000,000
PAQ89233.barcode48,HASS2023-Gr6-ISP2-12,PAQ89233,Hasseris Gymnasium,2023-04-26T00:00:00Z,1,111,000,000,000,000,000,111,000,000,000,000,000
PAQ89233.barcode49,HASS2023-Gr6-ISP2-11,PAQ89233,Hasseris Gymnasium,2023-04-26T00:00:00Z,0,000,000,000,000,000,000,000,000,000,000,000,000
PAQ89233.barcode50,HASS2023-Gr6-ISP2-14,PAQ89233,Hasseris Gymnasium,2023-04-26T00:00:00Z,1,111,000,110,000,000,000,111,000,000,000,000,000
PAQ89233.barcode51,VHG2023-Gr7-ISP2-15,PAQ89233,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,100,000,000,100,110,100,000,000,000,111,111,000
PAQ89233.barcode52,VHG2023-Gr2-ISP2-17,PAQ89233,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,110,000,110,000,000,000,111,000,000,110,000,000
PAQ89233.barcode53,FJE2023-Gr2-LB-1,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode54,MARSANNE2022-Gr2-LB-17,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode55,MARSANNE2022-Gr2-LB-16,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode56,MARSANNE2022-Gr1-LB-11,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode57,MARSANNE2022-Gr1-LB-10,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode58,MARSANNE2022-Gr2-LB-15,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode59,MARS2023-Gr5-LB-16,PAQ89233,Marselisborg Gymnasium,2023-01-19T00:00:00Z,1,000,000,111,111,000,110,000,110,111,000,000,000
PAQ89233.barcode60,DRON2023-Gr6-LB-9,PAQ89233,Dronninglund Gymnasium,2023-04-18T00:00:00Z,1,111,000,111,110,110,000,111,111,111,111,110,000
PAQ89233.barcode61,HJØEUC2023-Gr4-LB-1,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode62,HJØEUC2023-Gr4-LB-15,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode63,VHG2023-Gr4-BHI-4,PAQ89233,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,111,100,111,110,000,110,111,111,100,000,000,000
PAQ89233.barcode64,VHG2023-Gr5-BHI-13,PAQ89233,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,000,000,000,000,111,111,000,000,000,000,111,000
PAQ89233.barcode65,SILK2023-Gr2-BHI-5,PAQ89233,Silkeborg Gymnasium,2023-04-12T00:00:00Z,1,110,000,110,111,000,110,111,000,000,000,000,000
PAQ89233.barcode66,VHG2023-Gr4-BHI-16,PAQ89233,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,000,111,111,111,111,000,000,100,110,111,111,111
PAQ89233.barcode67,EGAA2023-Gr3-BHI-20,PAQ89233,Egaa Gymnasium,2023-03-29T00:00:00Z,1,111,000,111,000,111,111,111,110,000,000,111,000
PAQ89233.barcode68,VIBO2022-Gr1-BHI-3,PAQ89233,Viborg Gymnasium,2022-12-01T00:00:00Z,1,111,111,000,111,111,111,111,111,111,111,111,111
PAQ89233.barcode69,VIBO2022-Gr1-BHI-2,PAQ89233,Viborg Gymnasium,2022-12-01T00:00:00Z,1,111,111,000,111,111,111,111,111,111,111,111,111
PAQ89233.barcode70,EGAA2023-Gr6-BHI-2,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode71,SKAND2023-Gr3-BHI-9,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode72,HJØR2023-Gr2-BHI-1,PAQ89233,Hjørring HTX,2023-03-14T00:00:00Z,1,111,111,000,110,111,111,111,110,100,111,111,111
PAQ89233.barcode73,MARS2023-Gr1-AC-3,PAQ89233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAQ89233.barcode74,VHG2023-Gr6-AC-1,PAQ89233,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,111,000,111,000,000,110,111,111,000,110,000,000
PAQ89233.barcode75,EGAA2023-Gr3-AC-11,PAQ89233,Egaa Gymnasium,2023-03-29T00:00:00Z,1,111,111,111,111,110,111,111,111,111,111,111,111
PAQ89233.barcode76,HJØRSTX2023-Gr1-AC-20,PAQ89233,Hjørring STX,2023-03-21T00:00:00Z,1,110,100,000,000,110,000,000,000,000,000,110,000
PAW76169.barcode01,HJØR2023-Gr4-AC-5,PAW76169,Hjørring HTX,2023-03-14T00:00:00Z,1,111,000,000,000,000,111,000,000,000,000,000,000
PAW76169.barcode02,AAGV2022-Gr1-AC-16,PAW76169,Aarhus Gymnasium Viby,2022-11-15T00:00:00Z,1,000,100,000,000,100,000,000,100,111,110,111,110
PAW76169.barcode03,AAGV2022-Gr1-AC-8,PAW76169,Aarhus Gymnasium Viby,2022-11-15T00:00:00Z,1,111,111,111,111,111,111,111,111,111,111,111,111
PAW76169.barcode04,AAST2022-Gr1-PDA-7,PAW76169,Aarhus Statsgymnasium,2022-08-25T00:00:00Z,1,111,000,100,000,000,000,111,000,000,000,000,000
PAW76169.barcode05,AKAT2020-Gr5-10%NB-22,PAW76169,Aarhus Katedralskole,2020-10-29T00:00:00Z,1,000,000,111,000,000,000,000,000,000,000,000,000
PAW76169.barcode06,BJE2020-Gr1-10%NB-6,PAW76169,Bjerringbro Gymnasium,2020-11-02T00:00:00Z,1,111,000,111,000,000,000,111,000,000,000,000,000
PAW76169.barcode07,CELF2021-Gr3-10%NB-13,PAW76169,CELF (Lolland-Falster),2021-09-14T00:00:00Z,1,000,000,111,000,000,000,000,000,000,000,000,000
PAW76169.barcode08,DRON2023-Gr6-LB-9,PAW76169,Dronninglund Gymnasium,2023-04-18T00:00:00Z,1,111,000,111,110,110,000,111,111,111,111,110,000
PAW76169.barcode09,EGAA2023-Gr10-AC-16,PAW76169,Egaa Gymnasium,2023-03-29T00:00:00Z,1,111,000,110,000,110,111,000,111,111,000,111,111
PAW76169.barcode10,EGAA2023-Gr10-AC-18,PAW76169,Egaa Gymnasium,2023-03-29T00:00:00Z,1,111,000,110,000,110,110,000,111,111,000,111,111
PAW76169.barcode11,EGAA2023-Gr2-AC-8,PAW76169,Egaa Gymnasium,2023-03-29T00:00:00Z,1,110,000,000,000,100,110,110,111,111,000,110,110
PAW76169.barcode12,EGAAG2023-Gr6-BHI-2,PAW76169,Egaa Gymnasium,2023-05-02T00:00:00Z,1,111,000,110,000,000,000,111,111,000,000,000,000
PAW76169.barcode13,FJER2023-Gr1-AC-23,PAW76169,Fjerritslev Gymnasium,2023-03-23T00:00:00Z,1,111,000,111,000,000,000,111,111,000,000,000,000
PAW76169.barcode14,FJER2023-Gr2-LB-1,PAW76169,Fjerritslev Gymnasium,2023-03-23T00:00:00Z,1,110,000,000,000,110,111,111,000,111,000,111,000
PAW76169.barcode15,FJER2023-Gr6-ISP2-14,PAW76169,Fjerritslev Gymnasium,2023-03-23T00:00:00Z,1,110,000,100,000,110,111,000,000,000,111,111,000
PAW76169.barcode16,FJER2023-Gr7-AC-18,PAW76169,Fjerritslev Gymnasium,2023-03-23T00:00:00Z,1,000,100,000,100,000,100,000,110,100,000,000,000
PAW76169.barcode17,GLHE2023-Gr8-10%NB-18,PAW76169,Gammel Hellerup Gymnasium,2023-09-13T00:00:00Z,1,000,000,111,111,111,111,000,000,111,111,111,111
PAW76169.barcode18,HASS2023-Gr6-ISP2-14,PAW76169,Hasseris Gymnasium,2023-04-26T00:00:00Z,1,111,000,110,000,000,000,111,000,000,000,000,000
PAW76169.barcode20,HJØR2023-Gr2-BHI-1,PAW76169,Hjørring HTX,2023-03-14T00:00:00Z,1,111,111,000,110,111,111,111,110,100,111,111,111
PAW76169.barcode21,HJØR2023-Gr7-AC-2,PAW76169,Hjørring HTX,2023-03-14T00:00:00Z,1,000,000,000,000,000,110,000,111,111,000,110,000
PAW76169.barcode23,HJØR2023-Gr7-PDA-13,PAW76169,Hjørring HTX,2023-03-14T00:00:00Z,1,111,000,111,111,111,111,111,111,000,111,111,000
PAW76169.barcode24,HJØR2023-Gr7-PDA-6,PAW76169,Hjørring HTX,2023-03-14T00:00:00Z,1,111,000,111,111,111,111,111,111,000,111,111,000
PAW76169.barcode25,HJØR2023-Gr7-PDA-8,PAW76169,Hjørring HTX,2023-03-14T00:00:00Z,1,111,000,111,111,111,111,111,111,000,111,111,000
PAW76169.barcode26,HJØR2023-Gr7-PDA-9,PAW76169,Hjørring HTX,2023-03-14T00:00:00Z,1,111,000,111,111,111,111,111,111,000,111,111,000
PAW76169.barcode27,HJØREUC2023-Gr1-PDA-6,PAW76169,Hjørring EUC HTX,2023-04-12T00:00:00Z,1,000,000,000,000,111,100,000,111,000,000,111,000
PAW76169.barcode28,HJØREUC2023-Gr2-AC-1,PAW76169,Hjørring EUC HTX,2023-04-12T00:00:00Z,1,000,000,000,000,000,000,111,000,111,000,110,000
PAW76169.barcode29,HJØREUC2023-Gr2-AC-4,PAW76169,Hjørring EUC HTX,2023-04-12T00:00:00Z,1,111,000,000,000,000,110,000,000,000,000,100,000
PAW76169.barcode30,HJØREUC2023-Gr4-LB-15,PAW76169,Hjørring EUC HTX,2023-04-12T00:00:00Z,1,111,000,100,110,111,000,111,110,111,111,111,100
PAW76169.barcode31,HJØRSTX2023-Gr1-AC-20,PAW76169,Hjørring STX,2023-03-21T00:00:00Z,1,110,100,000,000,110,000,000,000,000,000,110,000
PAW76169.barcode32,MAR2020-JAR-AC-4,PAW76169,Marselisborg Gymnasium,2020-10-19T00:00:00Z,0,000,000,000,000,000,000,000,000,000,000,000,000
PAW76169.barcode33,MAR2020-SAED-10%NB-22,PAW76169,Marselisborg Gymnasium,2020-10-19T00:00:00Z,1,111,000,111,111,000,000,111,111,000,111,000,111
PAW76169.barcode34,MARS2023-Gr5-LB-16,PAW76169,Marselisborg Gymnasium,2023-01-19T00:00:00Z,1,000,000,111,111,000,110,000,110,111,000,000,000
PAW76169.barcode35,MARSAnne2022-Gr2-LB-17,PAW76169,"Marselisborg Gymnasium, 3g",2022-10-24T00:00:00Z,1,111,000,100,000,000,000,111,111,000,000,000,000
PAW76169.barcode36,MIDD2022-Gr17-AC-5,PAW76169,Middelfart Gymnasium,2022-09-20T00:00:00Z,1,111,100,110,000,000,100,111,000,000,000,000,000
PAW76169.barcode37,MUNK2022-Gr13-10%NB-16,PAW76169,Munkensdam Gymnasium,2022-09-05T00:00:00Z,1,111,000,111,000,000,000,111,111,000,000,000,000
PAW76169.barcode38,PAD2023-Gr2-AC-2,PAW76169,Paderup Gymnasium,2023-03-28T00:00:00Z,0,000,000,000,000,000,000,000,000,000,000,000,000
PAW76169.barcode39,PADE2023-Gr1-AC-7,PAW76169,Paderup Gymnasium,2023-03-28T00:00:00Z,1,111,000,000,000,000,000,111,000,000,000,000,000
PAW76169.barcode40,PADE2023-Gr10-AC-5,PAW76169,Paderup Gymnasium,2023-03-28T00:00:00Z,1,111,000,000,000,000,000,111,000,000,000,000,000
PAW76169.barcode41,PADE2023-Gr3-AC-14,PAW76169,Paderup Gymnasium,2023-03-28T00:00:00Z,1,110,000,111,000,000,000,111,111,000,000,000,110
PAW76169.barcode42,PADE2023-Gr3-AC-17,PAW76169,Paderup Gymnasium,2023-03-28T00:00:00Z,0,000,000,000,000,000,000,000,000,000,000,000,000
PAW76169.barcode44,PADE2023-Gr4-PDA-2,PAW76169,Paderup Gymnasium,2023-03-28T00:00:00Z,1,111,000,111,100,111,111,111,111,000,100,111,111
PAW76169.barcode45,PADE2023-Gr4-PDA-3,PAW76169,Paderup Gymnasium,2023-03-28T00:00:00Z,1,111,000,000,000,111,000,111,000,000,000,111,111
PAW76169.barcode47,SILK2023-Gr2-BHI-5,PAW76169,Silkeborg Gymnasium,2023-04-12T00:00:00Z,1,110,000,110,111,000,110,111,000,000,000,000,000
PAW76169.barcode48,SILK2023-Gr3-AC-6,PAW76169,Silkeborg Gymnasium,2023-04-12T00:00:00Z,1,111,111,111,111,111,111,111,111,111,111,111,111
PAW76169.barcode49,SKAN2023-Gr3-BHI-9,PAW76169,Skanderborg Gymnasium,2023-05-03T00:00:00Z,1,111,110,110,000,111,111,111,111,110,111,111,000
PAW76169.barcode50,SKAND3z2021-Gr3-10%NB-16,PAW76169,Skanderborg Gymnasium,2021-10-26T00:00:00Z,1,111,000,111,000,000,000,111,111,000,000,000,000
PAW76169.barcode51,STG2023-Gr1-ISP2-18,PAW76169,Støvring Gymnasium,2023-01-11T00:00:00Z,1,110,110,111,111,000,111,111,110,110,110,111,111
PAW76169.barcode52,VHG2023-Gr11-AC-7,PAW76169,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,111,000,111,000,111,111,111,000,000,000,000,000
PAW76169.barcode53,VHG2023-Gr2-AC-2,PAW76169,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,0,000,000,000,000,000,000,000,000,000,000,000,000
PAW76169.barcode54,VHG2023-Gr2-ISP2-17,PAW76169,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,110,000,110,000,000,000,111,000,000,110,000,000
PAW76169.barcode55,VHG2023-Gr4-BHI-4,PAW76169,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,111,100,111,110,000,110,111,111,100,000,000,000
PAW76169.barcode56,VHG2023-Gr5-BHI-13,PAW76169,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,000,000,000,000,111,111,000,000,000,000,111,000
PAW76169.barcode57,VHG2023-Gr6-AC-1,PAW76169,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,111,000,111,000,000,110,111,111,000,110,000,000
PAW76169.barcode58,VHG2023-Gr6-AC-4,PAW76169,Vesthimmerlands Gymnasium,2023-03-15T00:00:00Z,1,100,000,000,000,000,000,000,000,000,000,111,000
PAW76169.barcode59,VIBO2023-Gr11-AC-7,PAW76169,Viborg Gymnasium,2023-08-17T00:00:00Z,1,000,000,111,000,000,000,111,111,000,000,000,000
PAW76169.barcode60,VIBO2023-Gr3-AC-20,PAW76169,Viborg Gymnasium,2023-08-17T00:00:00Z,1,111,000,111,000,000,000,111,111,000,000,000,000
PAW76169.barcode61,AAST2022-Gr1-BHI-8,PAW76169,Aarhus Statsgymnasium,2022-08-25T00:00:00Z,1,000,000,000,000,000,111,000,000,000,000,000,000
PAW76169.barcode62,AGS-10-04-24-Gr18-AC-10,PAW76169,Alssund gymnasium STX,2024-04-10T00:00:00Z,1,000,000,100,000,000,000,000,100,000,000,000,000
PAW76169.barcode63,ALSS2023-Gr11-PDA-11,PAW76169,Alssund Gymnasium,2023-12-14T00:00:00Z,1,110,000,111,000,000,110,111,111,000,000,000,000
PAW76169.barcode64,ALSS2023-Gr11-PDA-15,PAW76169,Alssund Gymnasium,2023-12-14T00:00:00Z,1,000,000,111,000,000,110,111,111,111,000,000,000
PAW76169.barcode65,FAV-31-01-2024-GR4-ISP2-9,PAW76169,Favrskov Gymnasium,2024-01-31T00:00:00Z,1,000,000,000,000,000,000,000,111,000,000,000,000
PAW76169.barcode66,GLHE2023-Gr5-BHI-3,PAW76169,Gammel Hellerup Gymnasium,2023-09-13T00:00:00Z,1,111,000,111,000,000,111,111,111,000,111,000,000
PAW76169.barcode67,HJØ-13-03-24-Gr2-AC-14,PAW76169,Hjørring gymnasium HTX,2024-03-13T00:00:00Z,1,000,000,110,000,000,000,000,000,000,000,000,000
PAW76169.barcode68,HJØ-13-03-24-Gr7-AC-5,PAW76169,Hjørring gymnasium HTX,2024-03-13T00:00:00Z,1,000,110,110,110,110,000,000,110,000,000,000,000
PAW76169.barcode69,HJØR2022-Gr11-ISP2-8,PAW76169,Hjørring Gymnasium,2022-11-07T00:00:00Z,1,111,000,000,000,100,100,111,000,000,000,000,000
PAW76169.barcode70,HJØR2022-Gr5-AC-6,PAW76169,Hjørring Gymnasium,2022-11-07T00:00:00Z,1,100,000,000,000,000,000,000,000,000,000,000,000
PAW76169.barcode71,HJØREUC2023-Gr1-PDA-2,PAW76169,Hjørring EUC HTX,2023-04-12T00:00:00Z,1,000,000,000,000,000,000,000,111,000,000,000,000
PAW76169.barcode72,MAR2020-CLARA-ISP2-2,PAW76169,Marselisborg Gymnasium,2020-10-19T00:00:00Z,1,111,000,111,000,000,000,111,111,000,000,000,000
PAW76169.barcode73,MAR2020-SAED-ISP2-23,PAW76169,Marselisborg Gymnasium,2020-10-19T00:00:00Z,1,111,000,111,000,000,000,000,000,000,000,000,000
PAW76169.barcode74,ODS-13-03-24-Gr15-AC-5,PAW76169,Odsherred gymnasium STX,2024-03-13T00:00:00Z,1,111,111,111,111,111,111,111,111,111,111,111,111
